0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,1.0
9,1.0
10,1.0
11,1.0
12,0.998389122373
13,0.996353336312
14,0.994391194788
15,0.992386653165
16,0.990350310273
17,0.9885027375
18,0.988519775907
19,0.998519775907
20,1.0
21,0.99833379473
22,0.994650020236
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,1.0
29,1.0
30,1.0
31,0.997763808475
32,1.0
33,1.0
34,0.98935522055
35,0.983251965329
36,0.977294468796
37,0.971256935018
38,0.978255466643
39,0.984975352549
40,0.978951552627
41,0.985912612846
42,0.992731234096
43,0.986797527777
44,0.993746106261
45,1.0
46,0.994440667565
47,0.988185686799
48,0.982462631686
49,0.989292558905
50,0.996020793061
51,0.989450982398
52,0.996315426023
53,1.0
54,0.995525600535
55,0.991759684115
56,0.998621296256
57,1.0
58,0.996479350612
59,0.993066936477
60,0.993579006008
61,0.993568710328
62,0.993245580356
63,0.993544448138
64,0.993232336248
65,0.992891480318
66,0.991995197879
67,1.0
68,1.0
69,1.0
70,1.0
71,1.0
72,1.0
73,1.0
74,0.999971192172
75,0.999256523614
76,0.998882530772
77,1.0
78,1.0
79,0.99845504013
80,0.991250655179
81,0.983944965188
82,0.976679912379
83,0.970033803389
84,0.976958393264
85,0.969753056653
86,0.974820436247
87,0.964802903149
88,0.955281619555
89,0.962053405087
90,0.968849356087
91,0.959963354078
92,0.965622019703
93,0.971911381891
94,0.978692919672
95,0.985517336266
96,0.979719506969
97,0.985204202219
98,0.977009359289
99,0.983852539992
100,0.990736232554
101,0.98531623921
102,0.992112314616
103,0.997362604585
104,1.0
105,1.0
106,1.0
107,1.0
108,1.0
109,1.0
110,1.0
111,1.0
112,1.0
113,1.0
114,1.0
115,1.0
116,1.0
117,0.992568394834
118,0.9847066236
119,0.976948197388
120,0.974558363439
121,0.972204695088
122,0.970311402137
123,0.970294979299
124,0.980294979299
125,0.990294979299
126,0.991003244892
127,0.991714286799
128,1.0
129,1.0
130,1.0
131,1.0
132,1.0
133,1.0
134,1.0
135,1.0
136,1.0
137,1.0
138,1.0
139,0.995148710277
140,0.988787910047
141,0.982578539731
142,0.976248581313
143,0.983074299907
144,0.989625450438
145,0.983292464478
146,0.990945218009
147,0.997029784541
148,0.990813276837
149,0.997601247603
150,1.0
151,0.994165503107
152,0.987759170605
153,0.981782531074
154,0.988541896699
155,0.99513493548
156,0.987672249366
157,0.980071469663
158,0.972548832496
159,0.96507413863
